"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"genes";"signal"
"Col4a3bp5";2,71617067951084e-07;0,732164328148049;0,386;0,146;0,00554370435688162;"EE";"Col4a3bp";"Downregulated_yMB"
"Suv420h28";2,71859413034828e-07;0,41464596041685;0,261;0,079;0,00554865062004084;"EE";"Suv420h2";"Downregulated_yMB"
"Crtc27";2,72155480947874e-07;2,1032758652429;0,148;0,03;0,0055546933661461;"EE";"Crtc2";"Downregulated_yMB"
"Tns36";2,7230850657713e-07;1,09314607582924;0,25;0,075;0,00555781661923922;"EE";"Tns3";"Downregulated_yMB"
"Bahd17";2,72601167308458e-07;1,23873453000714;0,159;0,034;0,00556378982476563;"EE";"Bahd1";"Downregulated_yMB"
"Neurod2";2,73312949492012e-07;2,70088996885436;0,091;0,011;0,00557831729913197;"EE";"Neurod2";"Downregulated_yMB"
"Kdm7a8";2,74166086045007e-07;0,651774647531896;0,523;0,236;0,0055957298161786;"EE";"Kdm7a";"Downregulated_yMB"
"Exosc47";2,74751485370478e-07;0,889009561911916;0,284;0,089;0,00560767781641145;"EE";"Exosc4";"Downregulated_yMB"
"Zfp5535";2,76534436350951e-07;3,07293796557219;0,114;0,018;0,0056440678459229;"EE";"Zfp553";"Downregulated_yMB"
"Zfp8715";2,81987495517525e-07;0,903399650926994;0,33;0,115;0,00575536478351269;"EE";"Zfp871";"Downregulated_yMB"
"4933434E20Rik6";2,82201469978406e-07;1,09696370988242;0,307;0,104;0,00575973200225926;"EE";"4933434E20Rik";"Downregulated_yMB"
"Cir16";2,82520080440662e-07;0,950842432048109;0,295;0,095;0,00576623484179391;"EE";"Cir1";"Downregulated_yMB"
"Nfkbil18";2,8257024571735e-07;0,193043362868937;0,216;0,057;0,00576725871509112;"EE";"Nfkbil1";"Downregulated_yMB"
"Usp387";2,83112773734538e-07;0,988037514839096;0,227;0,064;0,00577833171192193;"EE";"Usp38";"Downregulated_yMB"
"Kdm2a6";2,83655055302814e-07;0,425801662345289;0,409;0,152;0,00578939967873043;"EE";"Kdm2a";"Downregulated_yMB"
"Sorbs14";2,85072721599666e-07;1,9150537924375;0,091;0,011;0,00581833424784919;"EE";"Sorbs1";"Downregulated_yMB"
"Trim62";2,85245416382126e-07;1,2303453088034;0,182;0,043;0,00582185894835918;"EE";"Trim62";"Downregulated_yMB"
"Ano106";2,86133837353982e-07;0,963334619607949;0,227;0,064;0,00583999162039478;"EE";"Ano10";"Downregulated_yMB"
"Zfp5125";2,87778862421123e-07;1,07044337548996;0,193;0,047;0,00587356658201512;"EE";"Zfp512";"Downregulated_yMB"
"Arl8a6";2,95543044707237e-07;1,50940116525267;0,239;0,069;0,00603203354247471;"EE";"Arl8a";"Downregulated_yMB"
"Zdhhc96";2,97928479523041e-07;1,05113206526445;0,216;0,058;0,00608072026706528;"EE";"Zdhhc9";"Downregulated_yMB"
"Pds5b8";2,9865888634073e-07;0,530555269505154;0,216;0,057;0,00609562787021429;"EE";"Pds5b";"Downregulated_yMB"
"Gmpr";2,9936024653952e-07;1,59193010889673;0,114;0,018;0,00610994263187161;"EE";"Gmpr";"Downregulated_yMB"
"Slc38a106";2,99737182112732e-07;0,718166338499149;0,273;0,084;0,00611763588692085;"EE";"Slc38a10";"Downregulated_yMB"
"C2cd37";2,99977928775907e-07;1,2087541985586;0,159;0,034;0,00612254952631626;"EE";"C2cd3";"Downregulated_yMB"
"Nt5dc33";3,00460835281834e-07;2,63656505916794;0,091;0,011;0,00613240564810224;"EE";"Nt5dc3";"Downregulated_yMB"
"Zfand35";3,02199767637612e-07;0,607117588957105;0,318;0,11;0,00616789725748366;"EE";"Zfand3";"Downregulated_yMB"
"Ube2d18";3,02389398180888e-07;1,2263774211448;0,193;0,049;0,00617176761687192;"EE";"Ube2d1";"Downregulated_yMB"
"Ptpn48";3,04399218410806e-07;1,2607037600967;0,182;0,043;0,00621278804776454;"EE";"Ptpn4";"Downregulated_yMB"
"Bmi15";3,05374864427785e-07;0,5837927988947;0,205;0,053;0,00623270098297109;"EE";"Bmi1";"Downregulated_yMB"
"Gipr";3,06838046921824e-07;2,01335486964509;0,091;0,011;0,00626256453767444;"EE";"Gipr";"Downregulated_yMB"
"Serinc17";3,10882260951474e-07;0,720736992482114;0,489;0,206;0,00634510694601959;"EE";"Serinc1";"Downregulated_yMB"
"Kdm5a7";3,13112045450526e-07;0,532369920987828;0,42;0,167;0,00639061684764523;"EE";"Kdm5a";"Downregulated_yMB"
"Stat5b7";3,13345854268198e-07;1,15519314748357;0,091;0,011;0,00639538888561392;"EE";"Stat5b";"Downregulated_yMB"
"Rfwd25";3,16377761087409e-07;0,637814919967866;0,409;0,159;0,00645727010379402;"EE";"Rfwd2";"Downregulated_yMB"
"Aff46";3,17735589906523e-07;0,652215562435316;0,58;0,267;0,00648498338999213;"EE";"Aff4";"Downregulated_yMB"
"Cd2764";3,19986827586661e-07;2,06510677489588;0,091;0,011;0,00653093115104376;"EE";"Cd276";"Downregulated_yMB"
"Nek95";3,21138701633825e-07;2,0156383416438;0,159;0,034;0,00655444090034637;"EE";"Nek9";"Downregulated_yMB"
"Evi56";3,23203845970153e-07;0,296530722017929;0,25;0,072;0,00659659049625082;"EE";"Evi5";"Downregulated_yMB"
"Trnau1ap8";3,23791458441066e-07;1,29594737893957;0,182;0,043;0,00660858366678215;"EE";"Trnau1ap";"Downregulated_yMB"
"2700081O15Rik1";3,24000227071001e-07;1,6340802669053;0,114;0,018;0,00661284463451913;"EE";"2700081O15Rik";"Downregulated_yMB"
"Stradb5";3,26855899873563e-07;1,25344077009232;0,114;0,018;0,00667112891641943;"EE";"Stradb";"Downregulated_yMB"
"Zfp301";3,30203715478673e-07;1,22262822167899;0,091;0,011;0,00673945783291971;"EE";"Zfp30";"Downregulated_yMB"
"Arhgap317";3,31945100260649e-07;1,95474254105479;0,125;0,022;0,00677499949631986;"EE";"Arhgap31";"Downregulated_yMB"
"Ncoa67";3,31958063904543e-07;0,537483129184655;0,284;0,089;0,00677526408429172;"EE";"Ncoa6";"Downregulated_yMB"
"Gatsl27";3,32252477169327e-07;1,13367149028721;0,159;0,034;0,00678127305902596;"EE";"Gatsl2";"Downregulated_yMB"
"Zkscan16";3,34098254732302e-07;0,455975131534794;0,239;0,068;0,00681894537908628;"EE";"Zkscan1";"Downregulated_yMB"
"Brd36";3,34878342943447e-07;1,23720280440355;0,386;0,148;0,00683486697947576;"EE";"Brd3";"Downregulated_yMB"
"5330417C22Rik7";3,35785020874071e-07;0,635254156719117;0,523;0,228;0,00685337227603978;"EE";"5330417C22Rik";"Downregulated_yMB"
"Gatad2b7";3,37574403419002e-07;0,665306587810097;0,386;0,146;0,00688989357378184;"EE";"Gatad2b";"Downregulated_yMB"
"Mon1b5";3,4450705463528e-07;1,19665658719856;0,114;0,018;0,00703138898510606;"EE";"Mon1b";"Downregulated_yMB"
"Mdm46";3,46973745085363e-07;0,465438023178305;0,375;0,137;0,00708173413719226;"EE";"Mdm4";"Downregulated_yMB"
"Rhbdd23";3,47873196529205e-07;1,47165853337912;0,136;0,026;0,00710009194116107;"EE";"Rhbdd2";"Downregulated_yMB"
"Cacng4";3,50105596918657e-07;3,70817912027399;0,068;0,005;0,00714565523310979;"EE";"Cacng4";"Downregulated_yMB"
"Eif2s3x6";3,50877809997046e-07;0,854283921433955;0,284;0,093;0,00716141610203972;"EE";"Eif2s3x";"Downregulated_yMB"
"Fam149b7";3,53184387901762e-07;1,5522690300304;0,136;0,026;0,00720849335707496;"EE";"Fam149b";"Downregulated_yMB"
"Tlr21";3,54745840455388e-07;4,10808348008236;0,068;0,005;0,00724036260369447;"EE";"Tlr2";"Downregulated_yMB"
"Vgf";3,55599649718725e-07;1,03548189322906;0,352;0,131;0,00725778885075917;"EE";"Vgf";"Downregulated_yMB"
"Git25";3,58993314910926e-07;0,683954874247477;0,239;0,068;0,00732705355733199;"EE";"Git2";"Downregulated_yMB"
"Epha7";3,59445417847634e-07;4,28696868106051;0,068;0,005;0,00733628097827021;"EE";"Epha7";"Downregulated_yMB"
"Zswim87";3,60832483894732e-07;0,665320933196191;0,216;0,058;0,00736459099629147;"EE";"Zswim8";"Downregulated_yMB"
"Msi27";3,61748408254246e-07;0,588353296241523;0,432;0,172;0,00738328501246915;"EE";"Msi2";"Downregulated_yMB"
"Tfb2m5";3,62882436439347e-07;2,06791750560827;0,125;0,022;0,00740643052772707;"EE";"Tfb2m";"Downregulated_yMB"
"Fuz3";3,62882436439347e-07;1,33499341440112;0,125;0,022;0,00740643052772707;"EE";"Fuz";"Downregulated_yMB"
"Fgfr23";3,65175955968741e-07;1,99569765633104;0,159;0,035;0,007453241261322;"EE";"Fgfr2";"Downregulated_yMB"
"Luc7l9";3,66774146852166e-07;0,592081122481617;0,33;0,115;0,0074858603372527;"EE";"Luc7l";"Downregulated_yMB"
"Ssh27";3,6750169733707e-07;0,455958487593966;0,307;0,102;0,0075007096426496;"EE";"Ssh2";"Downregulated_yMB"
"Gkap16";3,70367788904997e-07;0,94073354822512;0,159;0,034;0,00755920657155098;"EE";"Gkap1";"Downregulated_yMB"
"Slc35g24";3,73025688353607e-07;1,23660684230085;0,182;0,043;0,00761345429929711;"EE";"Slc35g2";"Downregulated_yMB"
"1110017D15Rik";3,73907486604454e-07;3,62287677560379;0,068;0,005;0,00763145180159692;"EE";"1110017D15Rik";"Downregulated_yMB"
"Spag11";3,77847985373119e-07;0,934964084944908;0,125;0,022;0,00771187738146537;"EE";"Spag1";"Downregulated_yMB"
"Xxylt14";3,77847985373119e-07;1,29536650923023;0,125;0,022;0,00771187738146537;"EE";"Xxylt1";"Downregulated_yMB"
"Ube2q27";3,78973748553921e-07;0,56286094705735;0,216;0,058;0,00773485420798553;"EE";"Ube2q2";"Downregulated_yMB"
"Zbtb207";3,80308364358772e-07;1,09766625175305;0,489;0,228;0,00776209371656253;"EE";"Zbtb20";"Downregulated_yMB"
"Leng86";3,80723045150019e-07;0,816237168094259;0,341;0,125;0,00777055735151189;"EE";"Leng8";"Downregulated_yMB"
"Nckap18";3,81445204950239e-07;0,70825316613413;0,489;0,213;0,00778529663303438;"EE";"Nckap1";"Downregulated_yMB"
"Pura8";3,81691786958836e-07;0,784615146083118;0,557;0,274;0,00779032937182985;"EE";"Pura";"Downregulated_yMB"
"Prom18";3,82208262433319e-07;1,10894208318664;0,341;0,123;0,00780087063626404;"EE";"Prom1";"Downregulated_yMB"
"Zfp6181";3,83676325849446e-07;1,88393615848201;0,08;0,008;0,00783083381058719;"EE";"Zfp618";"Downregulated_yMB"
"Tubb3";3,83859131270899e-07;2,99802652183414;0,068;0,005;0,00783456486923906;"EE";"Tubb3";"Downregulated_yMB"
"Plekhg65";3,86727997481149e-07;0,986332788100187;0,273;0,087;0,00789311842859024;"EE";"Plekhg6";"Downregulated_yMB"
"Tctn32";3,88126703961048e-07;3,51439349667187;0,08;0,008;0,00792166602784498;"EE";"Tctn3";"Downregulated_yMB"
"Ephb35";3,89664151834119e-07;1,34702617618875;0,136;0,026;0,00795304533893436;"EE";"Ephb3";"Downregulated_yMB"
"Gramd1a4";3,92204440016667e-07;0,846705293454108;0,148;0,03;0,00800489262074017;"EE";"Gramd1a";"Downregulated_yMB"
"Plcl11";3,92626876078098e-07;2,15255254990473;0,08;0,008;0,00801351454075397;"EE";"Plcl1";"Downregulated_yMB"
"Prkrip18";3,9308574746614e-07;1,1234190594549;0,261;0,08;0,00802288010578392;"EE";"Prkrip1";"Downregulated_yMB"
"Smcr86";3,9558971156388e-07;0,732053904966072;0,136;0,026;0,0080739860130188;"EE";"Smcr8";"Downregulated_yMB"
"Camkk23";3,9563652397515e-07;1,23431994884498;0,17;0,039;0,00807494145433282;"EE";"Camkk2";"Downregulated_yMB"
"Dynlt35";3,98552585002037e-07;0,658671884853883;0,375;0,138;0,00813445825989157;"EE";"Dynlt3";"Downregulated_yMB"
"Syt14";3,99267365028199e-07;2,44299892122766;0,068;0,005;0,00814904692022555;"EE";"Syt14";"Downregulated_yMB"
"Parp107";4,00718567237016e-07;1,62996452554302;0,17;0,039;0,0081786659573075;"EE";"Parp10";"Downregulated_yMB"
"Kcnc1";4,03356578907936e-07;1,07914280493293;0,261;0,083;0,00823250777551098;"EE";"Kcnc1";"Downregulated_yMB"
"Stab2";4,04534802601583e-07;1,42203550429386;0,068;0,005;0,00825655532109831;"EE";"Stab2";"Downregulated_yMB"
"Crlf12";4,04534802601583e-07;2,00081892107679;0,068;0,005;0,00825655532109831;"EE";"Crlf1";"Downregulated_yMB"
"Slx46";4,04534802601583e-07;1,33735150674795;0,068;0,005;0,00825655532109831;"EE";"Slx4";"Downregulated_yMB"
"Dcbld2";4,04534802601583e-07;2,08914331075731;0,068;0,005;0,00825655532109831;"EE";"Dcbld2";"Downregulated_yMB"
"Rrm2b7";4,06408602132051e-07;0,709459503297026;0,148;0,03;0,00829479956951516;"EE";"Rrm2b";"Downregulated_yMB"
"Elk13";4,09869261658597e-07;2,32626823772251;0,068;0,005;0,00836543163045196;"EE";"Elk1";"Downregulated_yMB"
"Mphosph86";4,10694417537327e-07;1,35265651356979;0,227;0,065;0,00838227306193684;"EE";"Mphosph8";"Downregulated_yMB"
"Zmym64";4,11136292517506e-07;1,71817124462781;0,08;0,008;0,00839129173028229;"EE";"Zmym6";"Downregulated_yMB"
"Eml12";4,11540758363305e-07;2,74298148676278;0,136;0,027;0,00839954687819506;"EE";"Eml1";"Downregulated_yMB"
"Pwwp2a8";4,15876620620096e-07;0,833078898176113;0,261;0,081;0,00848804182685616;"EE";"Pwwp2a";"Downregulated_yMB"
"Lekr15";4,15893574286843e-07;4,49064350907563;0,08;0,008;0,00848838785119448;"EE";"Lekr1";"Downregulated_yMB"
"Zfp4462";4,15893574286843e-07;1,87763009300598;0,08;0,008;0,00848838785119448;"EE";"Zfp446";"Downregulated_yMB"
"Styk17";4,17074635153049e-07;1,18256628821894;0,307;0,106;0,00851249330347373;"EE";"Styk1";"Downregulated_yMB"
"Hoxb43";4,2074253028897e-07;1,97015801819933;0,068;0,005;0,00858735504319789;"EE";"Hoxb4";"Downregulated_yMB"
"Tmigd3";4,23223072768809e-07;1,03047725668105;0,239;0,07;0,00863798291521138;"EE";"Tmigd3";"Downregulated_yMB"
"Mvb12b1";4,26283006918447e-07;1,59245940075887;0,068;0,005;0,00870043617120551;"EE";"Mvb12b";"Downregulated_yMB"
"Pnisr6";4,2858314408417e-07;0,817687282800763;0,523;0,23;0,00874738197075791;"EE";"Pnisr";"Downregulated_yMB"
"1110035H17Rik6";4,29766918324618e-07;0,495790506629298;0,136;0,026;0,00877154280300545;"EE";"1110035H17Rik";"Downregulated_yMB"
"Ankrd127";4,30769394435031e-07;0,683519468029647;0,466;0,203;0,00879200334041898;"EE";"Ankrd12";"Downregulated_yMB"
"Bclaf15";4,31487426459899e-07;0,523704797048455;0,477;0,203;0,00880665837404654;"EE";"Bclaf1";"Downregulated_yMB"
"Slain25";4,32717868053391e-07;0,567508923246472;0,295;0,098;0,00883177168696971;"EE";"Slain2";"Downregulated_yMB"
"Arrdc37";4,33507639490186e-07;1,309792510046;0,261;0,084;0,00884789092199469;"EE";"Arrdc3";"Downregulated_yMB"
"Rasd17";4,33749837896369e-07;1,59746013986511;0,523;0,263;0,0088528341914649;"EE";"Rasd1";"Downregulated_yMB"
"Grina6";4,33794142159778e-07;0,851734875968045;0,375;0,138;0,00885373844148106;"EE";"Grina";"Downregulated_yMB"
"Klhl254";4,35459312339898e-07;1,1670901936991;0,08;0,008;0,00888772456485732;"EE";"Klhl25";"Downregulated_yMB"
"Eci26";4,37716374572881e-07;0,448084492847962;0,375;0,137;0,0089337912050325;"EE";"Eci2";"Downregulated_yMB"
"Cd3eap6";4,47467757840399e-07;1,46403119293061;0,125;0,022;0,00913281693752254;"EE";"Cd3eap";"Downregulated_yMB"
"Zbtb484";4,50713320742204e-07;1,36428935144808;0,08;0,008;0,00919905887634838;"EE";"Zbtb48";"Downregulated_yMB"
"Vps418";4,52028636949653e-07;0,382599412390024;0,33;0,115;0,00922590448014242;"EE";"Vps41";"Downregulated_yMB"
"Tubgcp65";4,55911579696768e-07;1,64933581640169;0,08;0,008;0,00930515534161104;"EE";"Tubgcp6";"Downregulated_yMB"
"Tmem120b1";4,61167646721686e-07;1,04160400605811;0,08;0,008;0,00941243166958962;"EE";"Tmem120b";"Downregulated_yMB"
"Arl8b8";4,64904963765256e-07;1,24302397685769;0,273;0,089;0,00948871031044888;"EE";"Arl8b";"Downregulated_yMB"
"Kif5c";4,65746299130037e-07;4,64667614036235;0,045;0,001;0,00950588196524406;"EE";"Kif5c";"Downregulated_yMB"
"Sarm1";4,65746299130037e-07;4,9782954031823;0,045;0,001;0,00950588196524406;"EE";"Sarm1";"Downregulated_yMB"
"Rnf1706";4,67358628314832e-07;1,5616547571543;0,159;0,035;0,00953878960390572;"EE";"Rnf170";"Downregulated_yMB"
"Ptpn237";4,70471437131981e-07;1,37743341645505;0,159;0,035;0,00960232203186374;"EE";"Ptpn23";"Downregulated_yMB"
"Lynx1";4,74384616002006e-07;4,64332358923819;0,045;0,001;0,00968219001260095;"EE";"Lynx1";"Downregulated_yMB"
"Ttll23";4,74384616002006e-07;4,73512174546077;0,045;0,001;0,00968219001260095;"EE";"Ttll2";"Downregulated_yMB"
"Gm43861";4,79930312738464e-07;1,01495860913387;0,159;0,035;0,00979537768299206;"EE";"Gm43861";"Downregulated_yMB"
"Ctso7";4,80682538887575e-07;1,50509148639285;0,193;0,05;0,00981073061869541;"EE";"Ctso";"Downregulated_yMB"
"Synj17";4,82253374596453e-07;1,00702208570228;0,239;0,07;0,0098427913755136;"EE";"Synj1";"Downregulated_yMB"
"9130221H12Rik3";4,83177362295136e-07;5,11205963962461;0,045;0,001;0,00986164996444374;"EE";"9130221H12Rik";"Downregulated_yMB"
"Gpt22";4,83177362295136e-07;4,43633076417097;0,045;0,001;0,00986164996444374;"EE";"Gpt2";"Downregulated_yMB"
"Klf106";4,84580297604908e-07;1,2598662033534;0,375;0,153;0,00989028387411616;"EE";"Klf10";"Downregulated_yMB"
"Impad16";4,87986359099702e-07;0,575409433025484;0,307;0,103;0,00995980158922492;"EE";"Impad1";"Downregulated_yMB"
"Mnat18";4,88022813865926e-07;1,0510210577471;0,17;0,039;0,00996054563100355;"EE";"Mnat1";"Downregulated_yMB"
"Rangrf8";4,89673376412709e-07;1,27209009030592;0,261;0,084;0,0099942336125834;"EE";"Rangrf";"Downregulated_yMB"
"Ksr2";4,92127188000978e-07;2,30832423601418;0,045;0,001;0,0100443159071;"EE";"Ksr2";"Downregulated_yMB"
"Nova2";4,92127188000978e-07;2,91010373957422;0,045;0,001;0,0100443159071;"EE";"Nova2";"Downregulated_yMB"
"Tmem198b1";4,92127188000978e-07;1,93670688178554;0,045;0,001;0,0100443159071;"EE";"Tmem198b";"Downregulated_yMB"
"Tmem231";4,92127188000978e-07;1,74033141312225;0,045;0,001;0,0100443159071;"EE";"Tmem231";"Downregulated_yMB"
"Zfp8462";4,92127188000978e-07;3,04095883384479;0,045;0,001;0,0100443159071;"EE";"Zfp846";"Downregulated_yMB"
"Tlk16";4,94812989686304e-07;0,381952946350259;0,398;0,152;0,0100991331194975;"EE";"Tlk1";"Downregulated_yMB"
"Map76";4,97252747994426e-07;0,5322143641563;0,352;0,127;0,0101489285865662;"EE";"Map7";"Downregulated_yMB"
"1190002N15Rik7";4,97788833395506e-07;1,00344726203115;0,205;0,056;0,0101598700896023;"EE";"1190002N15Rik";"Downregulated_yMB"
"Pla2g65";5,1611760816627e-07;0,796102984760322;0,205;0,054;0,0105339603826736;"EE";"Pla2g6";"Downregulated_yMB"
"Fbxo444";5,16200890602353e-07;2,22372094419674;0,148;0,031;0,010535660177194;"EE";"Fbxo44";"Downregulated_yMB"
"St6galnac6";5,17531355642762e-07;4,95751489024935;0,034;0;0,0105628149686688;"EE";"St6galnac6";"Downregulated_yMB"
"A330069E16Rik2";5,17531355642762e-07;6,33067053701168;0,034;0;0,0105628149686688;"EE";"A330069E16Rik";"Downregulated_yMB"
"Wdr49";5,17531355642762e-07;5,71962365835682;0,034;0;0,0105628149686688;"EE";"Wdr49";"Downregulated_yMB"
"Gm12530";5,17531355642762e-07;5,01318108144364;0,034;0;0,0105628149686688;"EE";"Gm12530";"Downregulated_yMB"
"Fndc5";5,17531355642762e-07;4,5992996718768;0,034;0;0,0105628149686688;"EE";"Fndc5";"Downregulated_yMB"
"Kcnk3";5,17531355642762e-07;5,29131437343219;0,034;0;0,0105628149686688;"EE";"Kcnk3";"Downregulated_yMB"
"Gm424691";5,17531355642762e-07;5,72347565061886;0,034;0;0,0105628149686688;"EE";"Gm42469";"Downregulated_yMB"
"Zfp658";5,17531355642762e-07;5,79658977314564;0,034;0;0,0105628149686688;"EE";"Zfp658";"Downregulated_yMB"
"Car11";5,17531355642762e-07;7,17862436443411;0,034;0;0,0105628149686688;"EE";"Car11";"Downregulated_yMB"
"Ogdhl";5,17531355642762e-07;6,43732875669659;0,034;0;0,0105628149686688;"EE";"Ogdhl";"Downregulated_yMB"
"Tagln4";5,17531355642762e-07;8,36384302754734;0,034;0;0,0105628149686688;"EE";"Tagln";"Downregulated_yMB"
"Col6a5";5,17531355642762e-07;7,61070551658501;0,034;0;0,0105628149686688;"EE";"Col6a5";"Downregulated_yMB"
"1810063I02Rik";5,17531355642762e-07;4,65044080592021;0,034;0;0,0105628149686688;"EE";"1810063I02Rik";"Downregulated_yMB"
"Shisa6";5,17531355642762e-07;5,27857562690723;0,034;0;0,0105628149686688;"EE";"Shisa6";"Downregulated_yMB"
"Fndc1";5,17531355642762e-07;6,2902055857363;0,034;0;0,0105628149686688;"EE";"Fndc1";"Downregulated_yMB"
"Luc7l36";5,22076507230275e-07;1,20992672206125;0,443;0,195;0,0106555815125699;"EE";"Luc7l3";"Downregulated_yMB"
"Xpo78";5,26097209855058e-07;0,255919172054189;0,227;0,064;0,0107376440531417;"EE";"Xpo7";"Downregulated_yMB"
"Angptl85";5,30045738117472e-07;3,13753993185299;0,102;0,015;0,0108182335149776;"EE";"Angptl8";"Downregulated_yMB"
"Hdac73";5,30045738117472e-07;2,30327022438119;0,102;0,015;0,0108182335149776;"EE";"Hdac7";"Downregulated_yMB"
"Rreb17";5,34754359509109e-07;0,960108288751959;0,284;0,095;0,0109143364775809;"EE";"Rreb1";"Downregulated_yMB"
"Tmem576";5,41641657062336e-07;0,545923346485183;0,352;0,129;0,0110549062206423;"EE";"Tmem57";"Downregulated_yMB"
"Hnf1aos14";5,49513811039366e-07;1,82502796982962;0,148;0,031;0,0112155768833135;"EE";"Hnf1aos1";"Downregulated_yMB"
"Ppp2r46";5,50214187255515e-07;0,372983414390855;0,352;0,129;0,0112298715618851;"EE";"Ppp2r4";"Downregulated_yMB"
"Psmd95";5,54205199777208e-07;1,43791187556647;0,239;0,072;0,0113113281274528;"EE";"Psmd9";"Downregulated_yMB"
"Arid1a5";5,56872940330724e-07;0,642138522623953;0,409;0,163;0,0113657767121501;"EE";"Arid1a";"Downregulated_yMB"
"Armcx11";5,68906858008889e-07;1,36667884382092;0,148;0,031;0,0116113889719614;"EE";"Armcx1";"Downregulated_yMB"
"Milr12";5,70625047887606e-07;1,76043347224498;0,102;0,015;0,011646457227386;"EE";"Milr1";"Downregulated_yMB"
"Sdccag37";5,70919457589042e-07;1,24099161448496;0,239;0,072;0,0116524661293924;"EE";"Sdccag3";"Downregulated_yMB"
"Nr2c25";5,80444815185527e-07;0,776578573352263;0,318;0,112;0,0118468786779366;"EE";"Nr2c2";"Downregulated_yMB"
"Itfg16";5,81718772020146e-07;1,05437362460812;0,295;0,099;0,0118728801369312;"EE";"Itfg1";"Downregulated_yMB"
"Zfp8005";5,92814983184026e-07;0,819594473903686;0,284;0,093;0,012099353806786;"EE";"Zfp800";"Downregulated_yMB"
"Acap34";5,943623388694e-07;2,37925150281893;0,114;0,019;0,0121309353363245;"EE";"Acap3";"Downregulated_yMB"
"Irf2bp25";5,9460217694898e-07;0,886611587048148;0,614;0,32;0,0121358304315287;"EE";"Irf2bp2";"Downregulated_yMB"
"Vwa5a5";5,97490809708632e-07;1,93648706050308;0,102;0,015;0,0121947874261532;"EE";"Vwa5a";"Downregulated_yMB"
"Tmprss73";6,01315302762431e-07;1,47244996414222;0,148;0,031;0,0122728453293812;"EE";"Tmprss7";"Downregulated_yMB"
"Susd65";6,02890982084694e-07;0,275939139422503;0,261;0,08;0,0123050049443486;"EE";"Susd6";"Downregulated_yMB"
"Lin525";6,08575019826657e-07;1,26686284668769;0,102;0,015;0,0124210161546621;"EE";"Lin52";"Downregulated_yMB"
"0610030E20Rik8";6,13783708031538e-07;1,47371570220898;0,17;0,041;0,0125273254809237;"EE";"0610030E20Rik";"Downregulated_yMB"
"Aste16";6,14191189705364e-07;0,790676204850914;0,102;0,015;0,0125356421818865;"EE";"Aste1";"Downregulated_yMB"
"Araf5";6,24766987822219e-07;0,395806676454141;0,352;0,127;0,0127514942214515;"EE";"Araf";"Downregulated_yMB"
"Slc8a1";6,2557377211939e-07;0,9855647490467;0,102;0,015;0,0127679606889568;"EE";"Slc8a1";"Downregulated_yMB"
"Ptpn127";6,26469870023072e-07;0,195508913753606;0,205;0,054;0,0127862500471709;"EE";"Ptpn12";"Downregulated_yMB"
"Adgrg15";6,35499690731992e-07;1,52707487843498;0,148;0,031;0,01297054868784;"EE";"Adgrg1";"Downregulated_yMB"
"Mex3b3";6,37159535707839e-07;0,926098297245614;0,102;0,015;0,013004426123797;"EE";"Mex3b";"Downregulated_yMB"
"Ap1b18";6,4140877189774e-07;0,406094506829978;0,307;0,104;0,0130911530344329;"EE";"Ap1b1";"Downregulated_yMB"
"Nfe2l18";6,49865796669019e-07;0,40484423607758;0,33;0,117;0,0132637609100147;"EE";"Nfe2l1";"Downregulated_yMB"
"Trip123";6,57205967896956e-07;0,532700649180826;0,523;0,228;0,0134135738047769;"EE";"Trip12";"Downregulated_yMB"
"Prune22";6,57807999709563e-07;1,27981300784056;0,148;0,031;0,0134258612740722;"EE";"Prune2";"Downregulated_yMB"
"Gapvd16";6,6555320411063e-07;0,605457506186021;0,364;0,136;0,013583940895898;"EE";"Gapvd1";"Downregulated_yMB"
"Ssbp22";6,6796049088761e-07;2,07900129712553;0,17;0,042;0,0136330736190161;"EE";"Ssbp2";"Downregulated_yMB"
"Gm162868";6,71992846818091e-07;0,817151945245497;0,375;0,142;0,0137153740035572;"EE";"Gm16286";"Downregulated_yMB"
"Mknk14";6,73170979949576e-07;0,910208975476499;0,102;0,015;0,0137394197007709;"EE";"Mknk1";"Downregulated_yMB"
"Pkd15";6,73630671320649e-07;1,42557226654407;0,136;0,027;0,0137488020016545;"EE";"Pkd1";"Downregulated_yMB"
"Exosc27";6,74130420518346e-07;1,11311768423999;0,114;0,019;0,0137590018827794;"EE";"Exosc2";"Downregulated_yMB"
"Usp425";6,76196158269973e-07;1,20872100512521;0,148;0,031;0,0138011635902901;"EE";"Usp42";"Downregulated_yMB"
"Abi18";6,78235465605711e-07;0,506004014159067;0,455;0,188;0,0138427858530126;"EE";"Abi1";"Downregulated_yMB"
"Mptx27";6,79800116010492e-07;2,96031350331353;0,114;0,019;0,0138747203677741;"EE";"Mptx2";"Downregulated_yMB"
"Anks62";6,79800116010492e-07;2,10298472720484;0,114;0,019;0,0138747203677741;"EE";"Anks6";"Downregulated_yMB"
"Gfm28";6,81465716433054e-07;0,902920269123221;0,193;0,05;0,0139087152723986;"EE";"Gfm2";"Downregulated_yMB"
"Mms196";6,85081955119089e-07;0,556374738860528;0,159;0,035;0,0139825227039806;"EE";"Mms19";"Downregulated_yMB"
