"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"Genes";"signal"
"Siva17";7,06175001752993e-14;0,290604320044082;0,177;0,094;1,44130317857786e-09;"Macrophages";"Siva1";"Downregulated_yMB"
"Traf59";7,10841313837119e-14;0,749493603783242;0,102;0,042;1,45082712154156e-09;"Macrophages";"Traf5";"Downregulated_yMB"
"Emc75";7,2657008133191e-14;0,247092143929092;0,265;0,16;1,48292953599843e-09;"Macrophages";"Emc7";"Downregulated_yMB"
"Plagl210";7,53343319442432e-14;0,762808259071626;0,18;0,097;1,537573714982e-09;"Macrophages";"Plagl2";"Downregulated_yMB"
"Add37";7,58810460281998e-14;0,541892725898355;0,115;0,05;1,54873214943556e-09;"Macrophages";"Add3";"Downregulated_yMB"
"Nceh16";7,78979380684069e-14;0,172395387058762;0,345;0,224;1,58989691597618e-09;"Macrophages";"Nceh1";"Downregulated_yMB"
"Gbp76";7,81192851055288e-14;0,253640829936057;0,437;0,299;1,59441460900384e-09;"Macrophages";"Gbp7";"Downregulated_yMB"
"Itgax8";7,94796840412761e-14;0,347239358716261;0,416;0,285;1,62218035128244e-09;"Macrophages";"Itgax";"Downregulated_yMB"
"Otud53";7,95823166247088e-14;0,394531118578964;0,182;0,098;1,62427508231031e-09;"Macrophages";"Otud5";"Downregulated_yMB"
"Xpr14";8,07792364172601e-14;0,381562799035134;0,217;0,124;1,64870421527628e-09;"Macrophages";"Xpr1";"Downregulated_yMB"
"Elf13";8,46158026632891e-14;0,258071500085279;0,279;0,171;1,72700853235773e-09;"Macrophages";"Elf1";"Downregulated_yMB"
"Gpr1086";8,47266875742508e-14;0,596959485056342;0,161;0,082;1,72927169339046e-09;"Macrophages";"Gpr108";"Downregulated_yMB"
"Gpr137b6";8,51278565716009e-14;0,61543093200161;0,19;0,105;1,73745955262637e-09;"Macrophages";"Gpr137b";"Downregulated_yMB"
"Ube2d34";8,55305189237717e-14;0,216235215678848;0,591;0,428;1,74567789123418e-09;"Macrophages";"Ube2d3";"Downregulated_yMB"
"Cenpa6";8,6874678301147e-14;0,33830716587938;0,122;0,055;1,77311218412641e-09;"Macrophages";"Cenpa";"Downregulated_yMB"
"Hdgf7";8,73784156314862e-14;0,106982254303436;0,305;0,188;1,78339346303863e-09;"Macrophages";"Hdgf";"Downregulated_yMB"
"Polr2c9";9,06358947203447e-14;0,312527132563803;0,145;0,071;1,84987861124223e-09;"Macrophages";"Polr2c";"Downregulated_yMB"
"Msl18";9,13289266895344e-14;0,199223851257925;0,209;0,117;1,8640233937334e-09;"Macrophages";"Msl1";"Downregulated_yMB"
"Rogdi8";9,17740831584079e-14;0,162550712841379;0,331;0,212;1,8731090372631e-09;"Macrophages";"Rogdi";"Downregulated_yMB"
"Vhl9";9,52642509293739e-14;0,618097091179323;0,125;0,057;1,94434336146852e-09;"Macrophages";"Vhl";"Downregulated_yMB"
"Supt67";9,55174982793608e-14;0,192694008053304;0,182;0,099;1,94951213988175e-09;"Macrophages";"Supt6";"Downregulated_yMB"
"Hivep38";9,57485991980823e-14;0,736662600837183;0,125;0,058;1,95422890963286e-09;"Macrophages";"Hivep3";"Downregulated_yMB"
"Ankhd18";9,62481713639249e-14;0,1817334844873;0,205;0,115;1,96442517753771e-09;"Macrophages";"Ankhd1";"Downregulated_yMB"
"Dapk37";1,0559873224306e-13;0,342700834307645;0,155;0,078;2,15527012508086e-09;"Macrophages";"Dapk3";"Downregulated_yMB"
"Gga17";1,05706797335547e-13;0,459240610958575;0,195;0,107;2,15747573361852e-09;"Macrophages";"Gga1";"Downregulated_yMB"
"Utrn6";1,06210099694119e-13;0,528892824789671;0,11;0,047;2,16774813475698e-09;"Macrophages";"Utrn";"Downregulated_yMB"
"Rchy15";1,06571015130916e-13;0,218669379440686;0,178;0,096;2,175114418822e-09;"Macrophages";"Rchy1";"Downregulated_yMB"
"B230219D22Rik8";1,07846512496087e-13;0,391447673472991;0,222;0,128;2,20114732004514e-09;"Macrophages";"B230219D22Rik";"Downregulated_yMB"
"Tnrc6a5";1,08012205297883e-13;0,292141959317917;0,231;0,134;2,2045291101298e-09;"Macrophages";"Tnrc6a";"Downregulated_yMB"
"Usp338";1,09858993506636e-13;0,647926434108819;0,129;0,061;2,24222205747044e-09;"Macrophages";"Usp33";"Downregulated_yMB"
"Irf910";1,11005481437189e-13;0,350561753218225;0,205;0,116;2,26562187613302e-09;"Macrophages";"Irf9";"Downregulated_yMB"
"Wdfy48";1,11941191126489e-13;0,710833868522968;0,148;0,075;2,28471971089165e-09;"Macrophages";"Wdfy4";"Downregulated_yMB"
"Myadm7";1,12545472987645e-13;0,10054706165023;0,271;0,166;2,29705310367784e-09;"Macrophages";"Myadm";"Downregulated_yMB"
"Gmip8";1,13849474482876e-13;0,287007273032117;0,188;0,103;2,3236677741955e-09;"Macrophages";"Gmip";"Downregulated_yMB"
"9930111J21Rik27";1,14598938828587e-13;0,310021331333869;0,2;0,111;2,33896434149146e-09;"Macrophages";"9930111J21Rik2";"Downregulated_yMB"
"Pgs19";1,16143563918282e-13;0,372003264298703;0,179;0,096;2,37049013957214e-09;"Macrophages";"Pgs1";"Downregulated_yMB"
"Cry18";1,17420205287335e-13;1,09116398173665;0,064;0,019;2,39654638991452e-09;"Macrophages";"Cry1";"Downregulated_yMB"
"Arfgef27";1,18005887721402e-13;0,629003775952399;0,157;0,081;2,40850016839381e-09;"Macrophages";"Arfgef2";"Downregulated_yMB"
"Srgap29";1,18164027264466e-13;0,116433605997009;0,22;0,127;2,41172779646774e-09;"Macrophages";"Srgap2";"Downregulated_yMB"
"Ube2h7";1,19352833921795e-13;0,29121914730328;0,211;0,12;2,43599134034383e-09;"Macrophages";"Ube2h";"Downregulated_yMB"
"Actg18";1,21461251037151e-13;0,315657276310234;0,862;0,781;2,47902413366825e-09;"Macrophages";"Actg1";"Downregulated_yMB"
"Pycard10";1,2489108665132e-13;0,285939612240666;0,347;0,228;2,54902707855345e-09;"Macrophages";"Pycard";"Downregulated_yMB"
"Cpeb29";1,29799412987488e-13;0,629529699845934;0,173;0,094;2,64920601907463e-09;"Macrophages";"Cpeb2";"Downregulated_yMB"
"Coro1c9";1,31443122982644e-13;0,278404141779722;0,256;0,153;2,68275414007577e-09;"Macrophages";"Coro1c";"Downregulated_yMB"
"Rnf206";1,3629298867849e-13;0,362052346416171;0,172;0,092;2,78173989892798e-09;"Macrophages";"Rnf20";"Downregulated_yMB"
"Kat2b7";1,36314024981336e-13;0,318880777161781;0,196;0,108;2,78216924986907e-09;"Macrophages";"Kat2b";"Downregulated_yMB"
"Zfp2925";1,38049673750574e-13;0,139130560958877;0,204;0,113;2,81759384124921e-09;"Macrophages";"Zfp292";"Downregulated_yMB"
"Crtc39";1,39243341864917e-13;0,290390819820322;0,252;0,152;2,84195660746296e-09;"Macrophages";"Crtc3";"Downregulated_yMB"
"Ccr19";1,44885565774116e-13;0,225141080769394;0,513;0,367;2,95711439744971e-09;"Macrophages";"Ccr1";"Downregulated_yMB"
"Tnpo17";1,45191771457968e-13;0,251919213438862;0,243;0,145;2,96336405545712e-09;"Macrophages";"Tnpo1";"Downregulated_yMB"
"Rnf67";1,46529683192172e-13;0,440190970001805;0,159;0,081;2,99067083395222e-09;"Macrophages";"Rnf6";"Downregulated_yMB"
"Fut87";1,46559873208793e-13;0,965282289577236;0,098;0,04;2,99128701219146e-09;"Macrophages";"Fut8";"Downregulated_yMB"
"Mga7";1,50521103382906e-13;0,326147551112455;0,213;0,123;3,07213572004511e-09;"Macrophages";"Mga";"Downregulated_yMB"
"Lemd38";1,54356547533387e-13;0,420134651085273;0,117;0,052;3,15041713515642e-09;"Macrophages";"Lemd3";"Downregulated_yMB"
"C36";1,55743757584662e-13;0,418532674256852;0,089;0,034;3,17873009230295e-09;"Macrophages";"C3";"Downregulated_yMB"
"Kctd610";1,55909410701857e-13;0,50452876307991;0,119;0,054;3,18211107242491e-09;"Macrophages";"Kctd6";"Downregulated_yMB"
"Ext29";1,57625996978214e-13;0,443509135331783;0,113;0,049;3,21714659832535e-09;"Macrophages";"Ext2";"Downregulated_yMB"
"Fxyd59";1,66605305085802e-13;0,19177214502436;0,452;0,313;3,40041427680122e-09;"Macrophages";"Fxyd5";"Downregulated_yMB"
"Pdcd45";1,68984192845202e-13;0,214839469454039;0,207;0,118;3,44896737597057e-09;"Macrophages";"Pdcd4";"Downregulated_yMB"
"Fcgrt9";1,70005739696478e-13;0,393245886996635;0,328;0,215;3,46981714720512e-09;"Macrophages";"Fcgrt";"Downregulated_yMB"
"Hivep27";1,71259303544186e-13;0,502388382061175;0,194;0,108;3,49540238533683e-09;"Macrophages";"Hivep2";"Downregulated_yMB"
"March14";1,72028670949189e-13;0,201886636487881;0,374;0,25;3,51110517407294e-09;"Macrophages";"March1";"Downregulated_yMB"
"Ccdc88b9";1,72345400844345e-13;0,422763981617101;0,22;0,13;3,51756963123307e-09;"Macrophages";"Ccdc88b";"Downregulated_yMB"
"Gpd1l8";1,74923493028098e-13;0,467524378263265;0,138;0,067;3,57018849270349e-09;"Macrophages";"Gpd1l";"Downregulated_yMB"
"Relt8";1,81750457201279e-13;0,306558247706719;0,117;0,052;3,7095268314781e-09;"Macrophages";"Relt";"Downregulated_yMB"
"Fam217";1,81822347431663e-13;0,244518173681592;0,265;0,162;3,71099411108023e-09;"Macrophages";"Fam21";"Downregulated_yMB"
"Kdm3a8";1,851186800448e-13;0,849041553765108;0,11;0,048;3,77827225971438e-09;"Macrophages";"Kdm3a";"Downregulated_yMB"
"Hfe3";1,98763427857619e-13;0,244173119813763;0,27;0,167;4,056761562574e-09;"Macrophages";"Hfe";"Downregulated_yMB"
"Mapk86";1,99652994317121e-13;0,246350578214365;0,169;0,089;4,07491761401244e-09;"Macrophages";"Mapk8";"Downregulated_yMB"
"Gm55478";2,00868006278487e-13;0,272967178385935;0,222;0,128;4,09971600814391e-09;"Macrophages";"Gm5547";"Downregulated_yMB"
"Mroh18";2,01254230829201e-13;0,588130770231462;0,119;0,054;4,10759885122398e-09;"Macrophages";"Mroh1";"Downregulated_yMB"
"Unc5b3";2,02442913174146e-13;1,27590310880537;0,068;0,022;4,13185985788432e-09;"Macrophages";"Unc5b";"Downregulated_yMB"
"Mapk38";2,04554008389847e-13;0,123882824662693;0,283;0,175;4,17494731123678e-09;"Macrophages";"Mapk3";"Downregulated_yMB"
"B4galt310";2,07136143159057e-13;0,549802510298703;0,111;0,049;4,22764868187635e-09;"Macrophages";"B4galt3";"Downregulated_yMB"
"Ctc19";2,07893553174948e-13;0,266507284699137;0,178;0,096;4,2431074203007e-09;"Macrophages";"Ctc1";"Downregulated_yMB"
"Fam195b8";2,11200545128249e-13;0,309078320427646;0,26;0,159;4,31060312606756e-09;"Macrophages";"Fam195b";"Downregulated_yMB"
"Clic19";2,12844834237055e-13;0,124692549928253;0,479;0,327;4,3441630667783e-09;"Macrophages";"Clic1";"Downregulated_yMB"
"Grina8";2,21696223510953e-13;0,101200583803603;0,323;0,206;4,52481992185856e-09;"Macrophages";"Grina";"Downregulated_yMB"
"Apc8";2,25317098370258e-13;0,321076104196147;0,234;0,139;4,59872197773697e-09;"Macrophages";"Apc";"Downregulated_yMB"
"Fchsd29";2,31215105756171e-13;0,263616441285895;0,184;0,1;4,71910030848345e-09;"Macrophages";"Fchsd2";"Downregulated_yMB"
"Pds5a5";2,33439096847965e-13;0,282183823955487;0,264;0,162;4,76449196666697e-09;"Macrophages";"Pds5a";"Downregulated_yMB"
"Mcl19";2,3354016817041e-13;0,274042750910966;0,609;0,453;4,76655483235807e-09;"Macrophages";"Mcl1";"Downregulated_yMB"
"Dync1i26";2,39359832722356e-13;0,205118700151406;0,328;0,21;4,88533418586329e-09;"Macrophages";"Dync1i2";"Downregulated_yMB"
"Arl5a7";2,41361105277734e-13;0,135176076462513;0,286;0,179;4,92618015871856e-09;"Macrophages";"Arl5a";"Downregulated_yMB"
"Hadhb5";2,41691791052094e-13;0,267596184475773;0,212;0,123;4,93292945537324e-09;"Macrophages";"Hadhb";"Downregulated_yMB"
"AI3141808";2,44727920570757e-13;0,590967939765464;0,204;0,117;4,99489685884915e-09;"Macrophages";"AI314180";"Downregulated_yMB"
"Rtcb6";2,51330832010156e-13;0,183462900554196;0,267;0,162;5,12966228132728e-09;"Macrophages";"Rtcb";"Downregulated_yMB"
"Jup9";2,52145255939281e-13;0,511602821581162;0,143;0,071;5,14628467372073e-09;"Macrophages";"Jup";"Downregulated_yMB"
"Rgcc10";2,5601506091749e-13;1,71152911381183;0,055;0,014;5,22526739332596e-09;"Macrophages";"Rgcc";"Downregulated_yMB"
"Rbbp44";2,57383073449282e-13;0,521798710600551;0,258;0,157;5,25318852909985e-09;"Macrophages";"Rbbp4";"Downregulated_yMB"
"Agpat47";2,57811314305083e-13;0,677824653836517;0,11;0,048;5,26192892496675e-09;"Macrophages";"Agpat4";"Downregulated_yMB"
"Dnah21";2,58314029428091e-13;0,615987725372969;0,162;0,084;5,27218934062735e-09;"Macrophages";"Dnah2";"Downregulated_yMB"
"Chmp1a6";2,62338836323897e-13;0,210630403880927;0,206;0,116;5,35433564937074e-09;"Macrophages";"Chmp1a";"Downregulated_yMB"
"Tial17";2,62576929762955e-13;0,542855817681607;0,228;0,135;5,35919513646191e-09;"Macrophages";"Tial1";"Downregulated_yMB"
"Acvrl16";2,6438131568168e-13;0,108525900537246;0,255;0,154;5,39602265306308e-09;"Macrophages";"Acvrl1";"Downregulated_yMB"
"Usp227";2,68993911160086e-13;0,597968669979866;0,055;0,014;5,49016572677735e-09;"Macrophages";"Usp2";"Downregulated_yMB"
"Bak17";2,72852155841559e-13;0,171945024304601;0,195;0,107;5,56891250072622e-09;"Macrophages";"Bak1";"Downregulated_yMB"
"Pdxk8";2,74182041136576e-13;0,146930507402153;0,252;0,152;5,59605545959751e-09;"Macrophages";"Pdxk";"Downregulated_yMB"
"Aprt7";2,74483354941361e-13;0,100171061209375;0,412;0,273;5,60220527435319e-09;"Macrophages";"Aprt";"Downregulated_yMB"
"Fgd48";2,77262383993726e-13;0,399275786654573;0,211;0,121;5,65892525731194e-09;"Macrophages";"Fgd4";"Downregulated_yMB"
"Gnb16";2,79288895696496e-13;0,115117502445366;0,542;0,382;5,70028636116549e-09;"Macrophages";"Gnb1";"Downregulated_yMB"
"Clec4a3";2,79567150962252e-13;0,281481201082558;0,246;0,148;5,70596555113957e-09;"Macrophages";"Clec4a3";"Downregulated_yMB"
"Twf28";2,80130855835258e-13;0,114586270812035;0,251;0,152;5,71747076759762e-09;"Macrophages";"Twf2";"Downregulated_yMB"
"Cipc7";2,8120940602441e-13;1,26896957220016;0,077;0,027;5,7394839769582e-09;"Macrophages";"Cipc";"Downregulated_yMB"
"F11r10";2,85072476702183e-13;0,213055644529903;0,284;0,177;5,81832924949155e-09;"Macrophages";"F11r";"Downregulated_yMB"
"Tcf124";2,87887188817037e-13;0,196276879063794;0,186;0,102;5,87577752375572e-09;"Macrophages";"Tcf12";"Downregulated_yMB"
"Kidins2209";2,88216991143603e-13;0,454751575222068;0,166;0,088;5,88250878924094e-09;"Macrophages";"Kidins220";"Downregulated_yMB"
"Csnk1g28";2,90960812438908e-13;0,267232183410309;0,187;0,103;5,93851018187811e-09;"Macrophages";"Csnk1g2";"Downregulated_yMB"
"Smim78";2,97853561135748e-13;0,248456040241124;0,215;0,124;6,07919118278062e-09;"Macrophages";"Smim7";"Downregulated_yMB"
"Pura8";2,99878732996358e-13;0,191128827293312;0,243;0,146;6,12052494045567e-09;"Macrophages";"Pura";"Downregulated_yMB"
"Plcg27";3,09282902211428e-13;0,393441242237361;0,18;0,098;6,31246403413524e-09;"Macrophages";"Plcg2";"Downregulated_yMB"
"Akr1b36";3,09531484980055e-13;0,267867091691775;0,307;0,195;6,31753760844293e-09;"Macrophages";"Akr1b3";"Downregulated_yMB"
"Dld9";3,14964868788883e-13;0,172609616968794;0,153;0,077;6,4284329719811e-09;"Macrophages";"Dld";"Downregulated_yMB"
"Acss19";3,1496560825224e-13;1,0168904451884;0,087;0,034;6,42844806442821e-09;"Macrophages";"Acss1";"Downregulated_yMB"
"AU0403206";3,16050259380403e-13;0,626886133374153;0,1;0,042;6,45058579395402e-09;"Macrophages";"AU040320";"Downregulated_yMB"
"Fam160b27";3,25472098997505e-13;1,24626208597596;0,091;0,036;6,64288554053908e-09;"Macrophages";"Fam160b2";"Downregulated_yMB"
"Bfar7";3,35938042940495e-13;0,569242432659544;0,16;0,084;6,85649545641551e-09;"Macrophages";"Bfar";"Downregulated_yMB"
"Siah24";3,36108635216373e-13;0,963694605234717;0,119;0,055;6,85997724476617e-09;"Macrophages";"Siah2";"Downregulated_yMB"
"Setd78";3,41730736315061e-13;0,26536801382579;0,1;0,042;6,97472432819039e-09;"Macrophages";"Setd7";"Downregulated_yMB"
"Scaf49";3,43844463650408e-13;0,745971368065999;0,104;0,045;7,01786550310483e-09;"Macrophages";"Scaf4";"Downregulated_yMB"
"Mark28";3,43856675912320e-13;0,197110091740336;0,222;0,13;7,01811475537046e-09;"Macrophages";"Mark2";"Downregulated_yMB"
"Cyth37";3,45615793410352e-13;0,37897311608893;0,228;0,135;7,05401834350528e-09;"Macrophages";"Cyth3";"Downregulated_yMB"
"Slc3a26";3,48416791748585e-13;0,203127770058514;0,434;0,295;7,11118671958861e-09;"Macrophages";"Slc3a2";"Downregulated_yMB"
"Rlf6";3,5444091046624e-13;0,931911704296577;0,141;0,07;7,23413898261596e-09;"Macrophages";"Rlf";"Downregulated_yMB"
"Tmem215";3,56521612222518e-13;0,735633845603004;0,136;0,067;7,27660610546159e-09;"Macrophages";"Tmem2";"Downregulated_yMB"
"Raph110";3,59684112032673e-13;1,12817322273783;0,099;0,041;7,34115272658685e-09;"Macrophages";"Raph1";"Downregulated_yMB"
"Mrpl286";3,63494567674796e-13;0,443269411582306;0,171;0,091;7,41892412624259e-09;"Macrophages";"Mrpl28";"Downregulated_yMB"
"Ldb15";3,65585252429708e-13;0,251279417265038;0,161;0,085;7,46159500209034e-09;"Macrophages";"Ldb1";"Downregulated_yMB"
"Snx176";3,69899147912283e-13;0,26707397434456;0,239;0,144;7,5496416088897e-09;"Macrophages";"Snx17";"Downregulated_yMB"
"Ccnd26";3,83532313637132e-13;0,437411379502592;0,306;0,197;7,82789452133387e-09;"Macrophages";"Ccnd2";"Downregulated_yMB"
"Ldlrap17";3,87820647601074e-13;0,516393665871276;0,108;0,047;7,91541941753791e-09;"Macrophages";"Ldlrap1";"Downregulated_yMB"
"Fcgr2b7";3,88082121897894e-13;0,205403521571614;0,441;0,307;7,92075610793601e-09;"Macrophages";"Fcgr2b";"Downregulated_yMB"
"P2ry148";3,89083875525616e-13;0,440762441458038;0,226;0,134;7,94120189947783e-09;"Macrophages";"P2ry14";"Downregulated_yMB"
"Thoc26";3,91102284755237e-13;0,214054018038383;0,24;0,144;7,98239763185440e-09;"Macrophages";"Thoc2";"Downregulated_yMB"
"Ankrd127";3,91506299375235e-13;0,694389109020105;0,178;0,098;7,99064357024855e-09;"Macrophages";"Ankrd12";"Downregulated_yMB"
"Evl8";4,00052739805843e-13;0,225482429013003;0,285;0,179;8,16507641943726e-09;"Macrophages";"Evl";"Downregulated_yMB"
"Cd200r46";4,03091411797414e-13;0,492284218350013;0,186;0,103;8,22709571478523e-09;"Macrophages";"Cd200r4";"Downregulated_yMB"
"Atp2c19";4,08926842613357e-13;0,401313958171923;0,212;0,123;8,34619685773862e-09;"Macrophages";"Atp2c1";"Downregulated_yMB"
"Rabgap15";4,33635806236983e-13;0,376071747197029;0,128;0,061;8,85050680529682e-09;"Macrophages";"Rabgap1";"Downregulated_yMB"
"Zswim69";4,34264542875974e-13;0,192753502155628;0,28;0,174;8,86333932009864e-09;"Macrophages";"Zswim6";"Downregulated_yMB"
"Slc11a28";4,43013969259356e-13;0,55929701922166;0,161;0,086;9,04191511258345e-09;"Macrophages";"Slc11a2";"Downregulated_yMB"
"Hipk38";4,48378763982856e-13;0,365539027074448;0,196;0,111;9,15141057289008e-09;"Macrophages";"Hipk3";"Downregulated_yMB"
"Ube2i8";4,48817965328642e-13;0,147568715328446;0,322;0,207;9,16037467235758e-09;"Macrophages";"Ube2i";"Downregulated_yMB"
"Topors9";4,5660052387148e-13;0,105606875691914;0,137;0,067;9,3192166922169e-09;"Macrophages";"Topors";"Downregulated_yMB"
"Usp414";4,59413241204839e-13;0,666304194970812;0,161;0,085;9,37662425299077e-09;"Macrophages";"Usp4";"Downregulated_yMB"
"Mbd37";4,79113212518226e-13;0,40637632868253;0,193;0,108;9,778700667497e-09;"Macrophages";"Mbd3";"Downregulated_yMB"
"Mknk27";4,80367537077428e-13;0,180364796445144;0,215;0,125;9,8043014317503e-09;"Macrophages";"Mknk2";"Downregulated_yMB"
"Rnf109";4,92185456784739e-13;0,485222099033298;0,184;0,102;1,00455051729765e-08;"Macrophages";"Rnf10";"Downregulated_yMB"
"Vat17";4,95143424137504e-13;0,516748989982186;0,142;0,07;1,01058772866465e-08;"Macrophages";"Vat1";"Downregulated_yMB"
"Synrg6";5,07426377038004e-13;0,471873648655503;0,172;0,092;1,03565723553457e-08;"Macrophages";"Synrg";"Downregulated_yMB"
"Dcaf115";5,18392573807028e-13;0,81111187528157;0,157;0,082;1,05803924314014e-08;"Macrophages";"Dcaf11";"Downregulated_yMB"
"Gabpb27";5,25068595260399e-13;0,528820799668384;0,162;0,086;1,07166500292647e-08;"Macrophages";"Gabpb2";"Downregulated_yMB"
"Apbb1ip8";5,38717861425952e-13;0,187715255108804;0,297;0,187;1,09952315517037e-08;"Macrophages";"Apbb1ip";"Downregulated_yMB"
"Egln28";5,40003478973005e-13;0,207350533701481;0,162;0,085;1,1021471005839e-08;"Macrophages";"Egln2";"Downregulated_yMB"
"Nipsnap3b8";5,66044397097707e-13;0,413574971616525;0,186;0,103;1,15529661447642e-08;"Macrophages";"Nipsnap3b";"Downregulated_yMB"
"Cd4810";5,69203810716104e-13;0,107720093188609;0,336;0,217;1,16174497767157e-08;"Macrophages";"Cd48";"Downregulated_yMB"
"Trrap7";5,74712908043636e-13;0,406583745341133;0,127;0,061;1,17298904531706e-08;"Macrophages";"Trrap";"Downregulated_yMB"
"Ap3m16";5,77148952285798e-13;0,368757083128701;0,132;0,063;1,17796101161531e-08;"Macrophages";"Ap3m1";"Downregulated_yMB"
"Sash110";5,8134134383105e-13;0,160310448533151;0,404;0,274;1,18651768275917e-08;"Macrophages";"Sash1";"Downregulated_yMB"
"Hmbox16";5,81414388266808e-13;0,399630000820098;0,15;0,077;1,18666676645256e-08;"Macrophages";"Hmbox1";"Downregulated_yMB"
"Npl9";5,81968686081836e-13;0,394843235083257;0,479;0,35;1,18779808829303e-08;"Macrophages";"Npl";"Downregulated_yMB"
"Snrpc8";5,87953196590321e-13;0,140396895843275;0,244;0,145;1,20001247424085e-08;"Macrophages";"Snrpc";"Downregulated_yMB"
"Pum14";6,01126438046305e-13;0,21375242737677;0,226;0,133;1,22689906005251e-08;"Macrophages";"Pum1";"Downregulated_yMB"
"Tnrc188";6,14396348908086e-13;0,130103564252411;0,237;0,143;1,2539829481214e-08;"Macrophages";"Tnrc18";"Downregulated_yMB"
"Serpinb84";6,18511042616784e-13;0,270134502766642;0,256;0,156;1,26238103798086e-08;"Macrophages";"Serpinb8";"Downregulated_yMB"
"Snx89";6,25284506695613e-13;0,7730692573466;0,148;0,076;1,27620567816575e-08;"Macrophages";"Snx8";"Downregulated_yMB"
"Aftph6";6,35077085325526e-13;0,166795121538573;0,28;0,174;1,2961923311494e-08;"Macrophages";"Aftph";"Downregulated_yMB"
"Rab359";6,36720290259316e-13;0,679596879123798;0,154;0,079;1,29954611241926e-08;"Macrophages";"Rab35";"Downregulated_yMB"
"Hexim110";6,44323342283389e-13;0,498368000526554;0,161;0,087;1,3150639416004e-08;"Macrophages";"Hexim1";"Downregulated_yMB"
"Smurf29";6,46388704471726e-13;0,248865947082351;0,147;0,074;1,31927934582679e-08;"Macrophages";"Smurf2";"Downregulated_yMB"
"Txndc168";6,49311822541289e-13;0,198520505415295;0,158;0,082;1,32524542980677e-08;"Macrophages";"Txndc16";"Downregulated_yMB"
"S100a107";6,79640740364935e-13;0,406636390488051;0,173;0,092;1,38714675108483e-08;"Macrophages";"S100a10";"Downregulated_yMB"
"Atp6v0a18";6,91467218802621e-13;0,223051693195544;0,142;0,071;1,41128459357615e-08;"Macrophages";"Atp6v0a1";"Downregulated_yMB"
"Ppp1cc2";6,93555172187519e-13;0,146101865125944;0,258;0,157;1,41554610643473e-08;"Macrophages";"Ppp1cc";"Downregulated_yMB"
"Dpp88";7,0129498673007e-13;0,863041839608298;0,148;0,076;1,43134306791607e-08;"Macrophages";"Dpp8";"Downregulated_yMB"
"St3gal18";7,06355736658884e-13;0,854378731376391;0,134;0,066;1,44167205852078e-08;"Macrophages";"St3gal1";"Downregulated_yMB"
"Fabp49";7,08835756102101e-13;0,512330616872465;0,081;0,029;1,44673377820439e-08;"Macrophages";"Fabp4";"Downregulated_yMB"
"Sdc32";7,21459061757223e-13;0,269034980746964;0,22;0,13;1,47249794504649e-08;"Macrophages";"Sdc3";"Downregulated_yMB"
"Uhmk18";7,25947889867729e-13;0,111644800214702;0,239;0,142;1,48165964322003e-08;"Macrophages";"Uhmk1";"Downregulated_yMB"
"Vdr10";7,35352764363887e-13;0,590459454984009;0,094;0,038;1,50085499206669e-08;"Macrophages";"Vdr";"Downregulated_yMB"
"Zranb16";7,36429742551376e-13;0,145879000004925;0,16;0,084;1,50305310454736e-08;"Macrophages";"Zranb1";"Downregulated_yMB"
"B4galt69";7,63811956843303e-13;0,170944239198779;0,255;0,156;1,55894020391718e-08;"Macrophages";"B4galt6";"Downregulated_yMB"
"Pepd8";7,82490681951436e-13;0,110030248362014;0,228;0,133;1,59706348186288e-08;"Macrophages";"Pepd";"Downregulated_yMB"
"Flcn10";7,8357221327438e-13;0,737560666318964;0,153;0,08;1,59927088729301e-08;"Macrophages";"Flcn";"Downregulated_yMB"
"AU0202067";8,06748173531281e-13;0,123646162410778;0,321;0,206;1,64657302217735e-08;"Macrophages";"AU020206";"Downregulated_yMB"
"Grn10";8,27517640397811e-13;0,222088521392876;0,586;0,427;1,68896350405193e-08;"Macrophages";"Grn";"Downregulated_yMB"
"Adam88";8,38006235031149e-13;1,33197019443834;0,071;0,024;1,71037072569858e-08;"Macrophages";"Adam8";"Downregulated_yMB"
"Gm165868";8,43304806663094e-13;0,546646593498842;0,087;0,034;1,72118511039937e-08;"Macrophages";"Gm16586";"Downregulated_yMB"
"Ccl95";8,61742964324298e-13;0,803249942733233;0,143;0,072;1,75881739018589e-08;"Macrophages";"Ccl9";"Downregulated_yMB"
"Srpr7";8,66532263563226e-13;0,161984199165358;0,245;0,148;1,76859234993255e-08;"Macrophages";"Srpr";"Downregulated_yMB"
"Pikfyve7";8,69094350287365e-13;0,349157435617229;0,165;0,089;1,77382156893651e-08;"Macrophages";"Pikfyve";"Downregulated_yMB"
"Ier310";8,69172761826186e-13;0,487116977365823;0,281;0,179;1,77398160688725e-08;"Macrophages";"Ier3";"Downregulated_yMB"
"Rcor16";8,86330599886644e-13;0,387980037075434;0,165;0,088;1,80900075436864e-08;"Macrophages";"Rcor1";"Downregulated_yMB"
"H2-M37";8,91735018118332e-13;0,333092107675657;0,243;0,148;1,82003117197952e-08;"Macrophages";"H2-M3";"Downregulated_yMB"
"Itgb28";8,96705555254556e-13;0,125889745634992;0,258;0,159;1,83017603827455e-08;"Macrophages";"Itgb2";"Downregulated_yMB"
"Il18bp6";9,06951276175751e-13;0,532853303465202;0,212;0,124;1,85108755467471e-08;"Macrophages";"Il18bp";"Downregulated_yMB"
